Any,Núm. Mes,Nom Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Tipus de fet,Tipus de fet (Codi penal) o d’Infracció (altres lleis),Àmbit fet,Rol,Sexe,Edat,Nombre víctimes
2022,5,maig,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Bar_COM,DELICTES,DE LES LESIONS,LGTBI fòbia,Autor,HOME,55,1
2022,5,maig,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Bar_COM,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,DONA,16,1
2022,5,maig,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Via Pública urbana,ALTRES,FETS VARIS,LGTBI fòbia,Víctima,DONA,47,1
2022,5,maig,RP Metropolitana Sud,ABP el Prat de Llobregat,Barcelona,Baix Llobregat,el Prat de Llobregat,Bar_COM,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,59,1
2022,5,maig,RP Metropolitana Sud,ABP el Prat de Llobregat,Barcelona,Baix Llobregat,el Prat de Llobregat,Bar_COM,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Víctima,DONA,56,1
2022,5,maig,RP Metropolitana Sud,ABP Cornellà de Llobregat,Barcelona,Baix Llobregat,Cornellà de Llobregat,Camp de futbol,DELICTES,DEL. CONTRA L'HONOR,Etnic/origen nacional/origen racial,Autor,HOME,52,1
2022,5,maig,RP Metropolitana Sud,ABP Cornellà de Llobregat,Barcelona,Baix Llobregat,Cornellà de Llobregat,Camp de futbol,DELICTES,DEL. CONTRA L'HONOR,Etnic/origen nacional/origen racial,Víctima,DONA,36,1
2022,5,maig,RP Metropolitana Nord,ABP Rubí,Barcelona,Vallès Occidental,Sant Cugat del Vallès,Instal·lació esportiva,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Víctima,HOME,36,1
2022,5,maig,RP Metropolitana Nord,ABP Rubí,Barcelona,Vallès Occidental,Sant Cugat del Vallès,Instal·lació esportiva,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Autor,HOME,36,1
2022,5,maig,RP Metropolitana Nord,PL Granollers,Barcelona,Vallès Oriental,Granollers,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,Orientació política,Víctima,HOME,24,1
2022,5,maig,RP Metropolitana Nord,PL Granollers,Barcelona,Vallès Oriental,Granollers,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,Orientació política,Víctima,DONA,55,1
2022,5,maig,RP Metropolitana Nord,PL Granollers,Barcelona,Vallès Oriental,Granollers,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Víctima,HOME,14,1
2022,5,maig,RP Metropolitana Nord,PL Granollers,Barcelona,Vallès Oriental,Granollers,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Autor,HOME,24,1
2022,5,maig,RP Metropolitana Nord,PL Granollers,Barcelona,Vallès Oriental,Granollers,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Víctima,DONA,31,1
2022,5,maig,RP Metropolitana Nord,PL Granollers,Barcelona,Vallès Oriental,Granollers,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Autor,HOME,14,1
2022,5,maig,RP Metropolitana Nord,PL Granollers,Barcelona,Vallès Oriental,Granollers,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Autor,HOME,13,1
2022,5,maig,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Empresa general/fàbrica,DELICTES,DEL. CONTRA L'HONOR,Etnic/origen nacional/origen racial,Autor,HOME,14,1
2022,5,maig,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Empresa general/fàbrica,DELICTES,DEL. CONTRA L'HONOR,Etnic/origen nacional/origen racial,Víctima,DONA,14,1
2022,5,maig,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Empresa general/fàbrica,DELICTES,DEL. CONTRA L'HONOR,LGTBI fòbia,Autor,HOME,13,1
2022,5,maig,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Empresa general/fàbrica,DELICTES,DEL. CONTRA L'HONOR,LGTBI fòbia,Autor,HOME,14,1
2022,5,maig,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Empresa general/fàbrica,DELICTES,DEL. CONTRA L'HONOR,LGTBI fòbia,Autor,HOME,14,1
2022,5,maig,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Empresa general/fàbrica,DELICTES,DEL. CONTRA L'HONOR,LGTBI fòbia,Víctima,HOME,48,1
2022,5,maig,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Mollet del Vallès,Centre religiós Islàmic,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,LGTBI fòbia,Autor,HOME,28,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Tren RENFE-ADIF estació,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,HOME,43,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Tren RENFE-ADIF estació,DELICTES,DE LES LESIONS,Islamofòbia,Víctima,HOME,38,1
2022,5,maig,RP Pirineu Occidental,ABP Alt Urgell,Lleida,Alt Urgell,Resta municipis,Depen. Mossos d'Esquadra,ALTRES,FETS VARIS,Etnic/origen nacional/origen racial,Víctima,DONA,36,1
2022,5,maig,RP Pirineu Occidental,ABP Alt Urgell,Lleida,Alt Urgell,Resta municipis,Depen. Mossos d'Esquadra,ALTRES,FETS VARIS,Etnic/origen nacional/origen racial,Autor,HOME,30,1
2022,5,maig,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Mobiliari urbà,DELICTES,DEL. CON. EL PATRIMONI,LGTBI fòbia,Víctima,HOME,49,1
2022,5,maig,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Mobiliari urbà,DELICTES,DEL. CON. EL PATRIMONI,LGTBI fòbia,Autor,HOME,48,1
2022,5,maig,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Resta municipis,Depen. Govern Local,DELICTES,DEL. CON. EL PATRIMONI,LGTBI fòbia,Víctima,HOME,19,1
2022,5,maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Parcs/Jardins,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,35,1
2022,5,maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Parcs/Jardins,DELICTES,CONTRA LA LLIBERTAT,Orientació política,Víctima,HOME,28,1
2022,5,maig,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,54,1
2022,5,maig,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,40,1
2022,5,maig,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,HOME,34,1
2022,5,maig,RP Camp de Tarragona,ABP Alt Camp - C. de Barberà,Tarragona,Alt Camp,Valls,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,30,1
2022,5,maig,RP Camp de Tarragona,ABP Alt Camp - C. de Barberà,Tarragona,Alt Camp,Valls,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,35,1
2022,5,maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,43,1
2022,5,maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,26,1
2022,5,maig,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,37,1
2022,5,maig,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,DONA,47,1
2022,5,maig,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,19,1
2022,5,maig,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Discoteca_COM,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,LGTBI fòbia,Autor,HOME,17,1
2022,5,maig,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Discoteca_COM,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,LGTBI fòbia,Víctima,HOME,16,1
2022,5,maig,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Olesa de Montserrat,Hab. 1a Res. Casa aïllada/4vents,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,20,1
2022,5,maig,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Olesa de Montserrat,Hab. 1a Res. Casa aïllada/4vents,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,20,1
2022,5,maig,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Olesa de Montserrat,Hab. 1a Res. Casa aïllada/4vents,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,37,1
2022,5,maig,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Olesa de Montserrat,Hab. 1a Res. Casa aïllada/4vents,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,HOME,15,1
2022,5,maig,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Olesa de Montserrat,Hab. 1a Res. Casa aïllada/4vents,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,HOME,16,1
2022,5,maig,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Olesa de Montserrat,Hab. 1a Res. Casa aïllada/4vents,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,54,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Centre escolar,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Víctima,DONA,44,1
2022,5,maig,RP Metropolitana Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Centre escolar,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Víctima,DONA,13,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Centre escolar,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Autor,HOME,14,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Centre escolar,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Autor,HOME,14,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Centre escolar,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Autor,DONA,14,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Centre escolar,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Autor,DONA,13,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Centre escolar,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Autor,HOME,49,1
2022,5,maig,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Resta municipis,Hab. 1a Res. Pis/apartament,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Víctima,DONA,18,1
2022,5,maig,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Resta municipis,Hab. 1a Res. Pis/apartament,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Autor,DONA,23,1
2022,5,maig,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Resta municipis,Hab. 1a Res. Pis/apartament,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,DONA,13,1
2022,5,maig,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Resta municipis,Hab. 1a Res. Pis/apartament,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,40,1
2022,5,maig,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Resta municipis,Hab. 1a Res. Pis/apartament,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,54,1
2022,5,maig,RP Camp de Tarragona,ABP Cambrils,Tarragona,Baix Camp,Cambrils,Centre escolar,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,DONA,53,1
2022,5,maig,RP Camp de Tarragona,ABP Cambrils,Tarragona,Baix Camp,Cambrils,Centre escolar,DELICTES,DE LES LESIONS,LGTBI fòbia,Autor,HOME,14,1
2022,5,maig,RP Camp de Tarragona,ABP Cambrils,Tarragona,Baix Camp,Cambrils,Centre escolar,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,16,1
2022,5,maig,RP Central,ABP Bages,Barcelona,Bages,Resta municipis,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Víctima,DONA,18,1
2022,5,maig,RP Central,ABP Bages,Barcelona,Bages,Resta municipis,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Autor,HOME,45,1
2022,5,maig,RP Central,ABP Bages,Barcelona,Bages,Resta municipis,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Víctima,HOME,64,1
2022,5,maig,RP Metropolitana Barcelona,ABP CIUTAT VELLA,Barcelona,Barcelonès,Barcelona,Platja,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,51,1
2022,5,maig,RP Metropolitana Girona,ABP Lloret de Mar,Girona,Gironès,Resta municipis,Platja,DELICTES,DE LES LESIONS,LGTBI fòbia,Autor,HOME,15,1
2022,5,maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Hab. Escala/portal finca/replà,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,HOME,15,1
2022,5,maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Hab. Escala/portal finca/replà,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,HOME,45,1
2022,5,maig,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,Resta municipis,Via Pública urbana,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,DONA,62,1
2022,5,maig,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,Resta municipis,Via Pública urbana,DELICTES,DE LES LESIONS,LGTBI fòbia,Autor,DONA,15,1
2022,5,maig,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,HOME,24,1
2022,5,maig,RP Metropolitana Girona,ABP Sant Feliu de Guixols,Girona,Baix Empordà,Sant Feliu de Guíxols,Hab. 1a Res. Pis/apartament,DELICTES,DEL. CON. EL PATRIMONI,Etnic/origen nacional/origen racial,Autor,HOME,59,1
2022,5,maig,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Via Pública urbana,DELICTES,DE LES LESIONS,Orientació política,Víctima,HOME,33,1
2022,5,maig,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,HOME,41,1
2022,5,maig,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Discoteca_COM,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,21,1
2022,5,maig,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Discoteca_COM,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,48,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Institut,ALTRES,FETS VARIS,LGTBI fòbia,Víctima,DONA,37,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Institut,ALTRES,FETS VARIS,LGTBI fòbia,Autor,DONA,16,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Institut,ALTRES,FETS VARIS,LGTBI fòbia,Víctima,DONA,17,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Institut,ALTRES,FETS VARIS,LGTBI fòbia,Autor,HOME,14,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Institut,ALTRES,FETS VARIS,LGTBI fòbia,Víctima,HOME,21,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Institut,ALTRES,FETS VARIS,LGTBI fòbia,Víctima,HOME,12,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Institut,ALTRES,FETS VARIS,LGTBI fòbia,Autor,HOME,13,1
2022,5,maig,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,HOME,13,1
2022,5,maig,RP Metropolitana Girona,ABP Lloret de Mar,Girona,Gironès,Resta municipis,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,HOME,12,1
2022,5,maig,RP Metropolitana Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Resta municipis,Via Pública urbana,DELICTES,DEL. CON. EL PATRIMONI,Etnic/origen nacional/origen racial,Autor,HOME,12,1
2022,5,maig,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Sant Vicenç dels Horts,Farmàcia_COM,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Autor,HOME,13,1
2022,5,maig,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Sant Vicenç dels Horts,Farmàcia_COM,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Orientació política,Autor,HOME,45,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Discoteca_COM,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Autor,HOME,38,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Discoteca_COM,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Víctima,DONA,42,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Discoteca_COM,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,DONA,51,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Discoteca_COM,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,HOME,70,1
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Discoteca_COM,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,DONA,26,1
2022,5,maig,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Hab. 1a Res. Pis/apartament,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,41,1
2022,5,maig,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Hab. 1a Res. Pis/apartament,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,HOME,34,1
2022,5,maig,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Hab. 1a Res. Pis/apartament,DELICTES,CONTRA LA LLIBERTAT,Antisemita,Autor,HOME,22,1
2022,5,maig,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Hab. 1a Res. Pis/apartament,DELICTES,CONTRA LA LLIBERTAT,Antisemita,Víctima,DONA,33,1
2022,5,maig,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Montcada,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,Antisemita,Autor,DONA,30,1
2022,5,maig,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Montcada,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,Antisemita,Víctima,HOME,34,1
2022,5,maig,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,ALTRES,FETS VARIS,LGTBI fòbia,Autor,DONA,77,1
2022,5,maig,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,El maresme,Premià de Mar,Hab. 1a Res. Pis/apartament,ALTRES,FETS VARIS,LGTBI fòbia,Autor,DONA,32,1
2022,5,maig,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Centre Comercial (zona comuna),DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Autor,DONA,13,1
2022,5,maig,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Centre Comercial (zona comuna),DELICTES,CONTRA LA LLIBERTAT,Orientació política,Autor,HOME,18,1
2022,5,maig,RP Camp de Tarragona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Centre Comercial (zona comuna),DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Víctima,HOME,17,1
2022,5,maig,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Hab. Escala/portal finca/replà,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Víctima,DONA,17,1
2022,5,maig,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Hab. Escala/portal finca/replà,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Víctima,HOME,68,1
2022,5,maig,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,DONA,42,1
2022,5,maig,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,47,1
2022,5,maig,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,DONA,41,1
2022,5,maig,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,HOME,47,1
2022,5,maig,RP Metropolitana Girona,ABP Lloret de Mar,Girona,Gironès,Resta municipis,Bar,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,HOME,35,1
2022,5,maig,RP Metropolitana Girona,ABP Lloret de Mar,Girona,Gironès,Resta municipis,Bar,DELICTES,DE LES LESIONS,LGTBI fòbia,Autor,HOME,44,1
2022,5,maig,RP Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Centre escolar,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,48,1
2022,5,maig,RP Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Centre escolar,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,48,1
2022,5,maig,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Víctima,HOME,27,1
2022,5,maig,RP Central,ABP Bages,Barcelona,Bages,Manresa,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,34,1
2022,5,maig,RP Central,ABP Bages,Barcelona,Bages,Manresa,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,37,1
2022,5,maig,RP Central,ABP Bages,Barcelona,Bages,Manresa,Via Pública urbana,DELICTES,DE LES LESIONS,LGTBI fòbia,Autor,HOME,52,1
2022,5,maig,RP Central,ABP Bages,Barcelona,Bages,Manresa,Via Pública urbana,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,HOME,14,1
2022,5,maig,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via Pública urbana,DELICTES,DEL. CON. EL PATRIMONI,LGTBI fòbia,Víctima,DONA,38,1
2022,5,maig,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Ripollet,Via Pública urbana,DELICTES,DE LES LESIONS,LGTBI fòbia,Autor,DONA,28,1
2022,5,maig,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Ripollet,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,11,1
2022,5,maig,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,El maresme,Premià de Mar,Restaurant-bar_COM,ALTRES,FETS VARIS,LGTBI fòbia,Autor,DONA,12,1
2022,5,maig,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,El maresme,Premià de Mar,Restaurant-bar_COM,ALTRES,FETS VARIS,LGTBI fòbia,Víctima,HOME,29,1
2022,5,maig,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,El maresme,Premià de Mar,Restaurant-bar_COM,ALTRES,FETS VARIS,LGTBI fòbia,Víctima,HOME,36,1
2022,5,maig,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Resta municipis,Instal·lació esportiva,DELICTES,DEL. CON. EL PATRIMONI,LGTBI fòbia,Víctima,HOME,20,1
